championship_name,event,round_name,round,player_a,player_b,score_a,score_b,winner
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 64,A Sadikov (Uzbekistan),D Jajarabilla (Argentina),6,2,A Sadikov (Uzbekistan)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 64,S Islam (Bangladesh),M Nespoli (Italy),0,6,M Nespoli (Italy)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 64,I Abdullin (Kazakhstan),E Peters (Canada),4,6,E Peters (Canada)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 64,A Li (Czech Republic),D Bommadevara (India),1,7,D Bommadevara (India)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 32,Lee W-s (South Korea),A Paoli (Italy),6,0,Lee W-s (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 32,H Franco (Cuba),Wang Y (China),2,6,Wang Y (China)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 32,A Sadikov (Uzbekistan),M Nespoli (Italy),4,6,M Nespoli (Italy)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 32,E Peters (Canada),D Bommadevara (India),6 10+,5 10,E Peters (Canada)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 16,Lee W-s (South Korea),Wang Y (China),6,2,Lee W-s (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Round of 16,M Nespoli (Italy),E Peters (Canada),6,2,M Nespoli (Italy)
Archery at the 2024 Summer Olympics,Men's individual,Section 2,Quarter-finals,Lee W-s (South Korea),M Nespoli (Italy),6,4,Lee W-s (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,F Unruh (Germany),Y Tolba (Egypt),6,0,F Unruh (Germany)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,T Furukawa (Japan),J Nakanishi (Japan),4,6,J Nakanishi (Japan)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,J-c Valladont (France),C Hall (Great Britain),4,6,C Hall (Great Britain)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,T Hall (Great Britain),T Rai (India),6,4,T Hall (Great Britain)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,M Grande (Mexico),O Baatarkhuyag (Mongolia),7,1,M Grande (Mexico)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,J Enríquez (Colombia),D Zhangbyrbay (Kazakhstan),7,3,J Enríquez (Colombia)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,A Wise (Great Britain),Li ZY (China),6,4,A Wise (Great Britain)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 64,A Yeremenko (Kazakhstan),B Addis (France),2,6,B Addis (France)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 32,F Unruh (Germany),J Nakanishi (Japan),6,4,F Unruh (Germany)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 32,C Hall (Great Britain),T Hall (Great Britain),5 8,6 10,T Hall (Great Britain)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 32,M Grande (Mexico),J Enríquez (Colombia),6,2,M Grande (Mexico)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 32,A Wise (Great Britain),B Addis (France),3,7,B Addis (France)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 16,F Unruh (Germany),T Hall (Great Britain),7,3,F Unruh (Germany)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Round of 16,M Grande (Mexico),B Addis (France),4,6,B Addis (France)
Archery at the 2024 Summer Olympics,Men's individual,Section 3,Quarter-finals,F Unruh (Germany),B Addis (France),6 X,5 10,F Unruh (Germany)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,B Ellison (United States),A Yıldırmış (Turkey),6,2,B Ellison (United States)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,P Jadhav (India),Kao WC (China),0,6,Kao WC (China)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,S Wijler (Netherlands),R Dror (Israel),6,2,S Wijler (Netherlands)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,C Rojas (Mexico),B Tümer (Turkey),4,6,B Tümer (Turkey)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,S Arcila (Colombia),P Klein (Luxembourg),6,4,S Arcila (Colombia)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,Lê Q P (Vietnam),D Olaru (Moldova),0,6,D Olaru (Moldova)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,Ž Ravnikar (Slovenia),F Musolesi (Italy),4,6,F Musolesi (Italy)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 64,W Roux (South Africa),Kim J-d (South Korea),0,6,Kim J-d (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 32,B Ellison (United States),Kao WC (China),6,2,B Ellison (United States)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 32,S Wijler (Netherlands),B Tümer (Turkey),2,6,B Tümer (Turkey)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 32,S Arcila (Colombia),D Olaru (Moldova),6,2,S Arcila (Colombia)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 32,F Musolesi (Italy),Kim J-d (South Korea),4,6,Kim J-d (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 16,B Ellison (United States),B Tümer (Turkey),6,2,B Ellison (United States)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Round of 16,S Arcila (Colombia),Kim J-d (South Korea),4,6,Kim J-d (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Section 4,Quarter-finals,B Ellison (United States),Kim J-d (South Korea),6,0,B Ellison (United States)
Archery at the 2024 Summer Olympics,Men's individual,Finals,Semi-finals,Kim Woo-jin (South Korea),Lee Woo-seok (South Korea),6 10,5 9,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Finals,Semi-finals,Florian Unruh (Germany),Brady Ellison (United States),3,7,Brady Ellison (United States)
Archery at the 2024 Summer Olympics,Men's individual,Finals,Gold medal match,Kim Woo-jin (South Korea),Brady Ellison (United States),6 10+,5 10,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Men's individual,Finals,Bronze medal match,Lee Woo-seok (South Korea),Florian Unruh (Germany),6,0,Lee Woo-seok (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Catalina GNoriega (United States),Chiu Yi-ching (Chinese Taipei),1,5,Chiu Yi-ching (Chinese Taipei)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Casey Kaufhold (United States),Lei Chien-ying (Chinese Taipei),1,5,Lei Chien-ying (Chinese Taipei)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Jennifer Mucino-Fernandez (United States),Li Tsai-chi (Chinese Taipei),1,5,Li Tsai-chi (Chinese Taipei)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Lisa Barbelin (France),Quinty Roeffen (Netherlands),0,6,Quinty Roeffen (Netherlands)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Amélie Cordeau (France),Gabriela Schloesser (Netherlands),0,6,Gabriela Schloesser (Netherlands)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Caroline Lopez (France),Laura van der Winkel (Netherlands),0,6,Laura van der Winkel (Netherlands)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Katharina Bauer (Germany),Megan Havers (Great Britain),6,0,Katharina Bauer (Germany)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Michelle Kroppen (Germany),Penny Healey (Great Britain),6,0,Michelle Kroppen (Germany)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Charline Schwarz (Germany),Bryony Pitman (Great Britain),6,0,Charline Schwarz (Germany)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Diananda Choirunisa (Indonesia),Syaqiera Mashayikh (Malaysia),5,3,Diananda Choirunisa (Indonesia)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Syifa Nurafifah Kamal (Indonesia),Nurul Fazil (Malaysia),5,3,Syifa Nurafifah Kamal (Indonesia)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Round of 16,Rezza Octavia (Indonesia),Ariana Zairi (Malaysia),5,3,Rezza Octavia (Indonesia)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Jeon Hun-young (South Korea),Chiu Yi-ching (Chinese Taipei),6,2,Jeon Hun-young (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Lim Si-hyeon (South Korea),Lei Chien-ying (Chinese Taipei),6,2,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Nam Su-hyeon (South Korea),Li Tsai-chi (Chinese Taipei),6,2,Nam Su-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Quinty Roeffen (Netherlands),Ankita Bhakat (India),6,0,Quinty Roeffen (Netherlands)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Gabriela Schloesser (Netherlands),Bhajan Kaur (India),6,0,Gabriela Schloesser (Netherlands)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Laura van der Winkel (Netherlands),Deepika Kumari (India),6,0,Laura van der Winkel (Netherlands)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Ángela Ruiz (Mexico),Katharina Bauer (Germany),5,1,Ángela Ruiz (Mexico)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Alejandra Valencia (Mexico),Michelle Kroppen (Germany),5,1,Alejandra Valencia (Mexico)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Ana Paula Vázquez (Mexico),Charline Schwarz (Germany),5,1,Ana Paula Vázquez (Mexico)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Diananda Choirunisa (Indonesia),An Qixuan (China),1,5,An Qixuan (China)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Syifa Nurafifah Kamal (Indonesia),Li Jiaman (China),1,5,Li Jiaman (China)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Quarter-finals,Rezza Octavia (Indonesia),Yang Xiaolei (China),1,5,Yang Xiaolei (China)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Semi-finals,Jeon Hun-young (South Korea),Quinty Roeffen (Netherlands),5,4,Jeon Hun-young (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Semi-finals,Lim Si-hyeon (South Korea),Gabriela Schloesser (Netherlands),5,4,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Semi-finals,Nam Su-hyeon (South Korea),Laura van der Winkel (Netherlands),5,4,Nam Su-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Semi-finals,Ángela Ruiz (Mexico),An Qixuan (China),3,5,An Qixuan (China)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Semi-finals,Alejandra Valencia (Mexico),Li Jiaman (China),3,5,Li Jiaman (China)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Semi-finals,Ana Paula Vázquez (Mexico),Yang Xiaolei (China),3,5,Yang Xiaolei (China)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Gold medal match,Jeon Hun-young (South Korea),An Qixuan (China),5,4,Jeon Hun-young (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Gold medal match,Lim Si-hyeon (South Korea),Li Jiaman (China),5,4,Lim Si-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Gold medal match,Nam Su-hyeon (South Korea),Yang Xiaolei (China),5,4,Nam Su-hyeon (South Korea)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Bronze medal match,Quinty Roeffen (Netherlands),Ángela Ruiz (Mexico),2,6,Ángela Ruiz (Mexico)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Bronze medal match,Gabriela Schloesser (Netherlands),Alejandra Valencia (Mexico),2,6,Alejandra Valencia (Mexico)
Archery at the 2024 Summer Olympics,Women's team,Competition bracket,Bronze medal match,Laura van der Winkel (Netherlands),Ana Paula Vázquez (Mexico),2,6,Ana Paula Vázquez (Mexico)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Takaharu Furukawa (Japan),Matías Grande (Mexico),5,1,Takaharu Furukawa (Japan)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Junya Nakanishi (Japan),Bruno Martínez (Mexico),5,1,Junya Nakanishi (Japan)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Fumiya Saito (Japan),Carlos Rojas (Mexico),5,1,Fumiya Saito (Japan)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Lin Zih-siang (Chinese Taipei),Conor Hall (Great Britain),6,0,Lin Zih-siang (Chinese Taipei)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Tai Yu-hsuan (Chinese Taipei),Tom Hall (Great Britain),6,0,Tai Yu-hsuan (Chinese Taipei)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Tang Chih-chun (Chinese Taipei),Alex Wise (Great Britain),6,0,Tang Chih-chun (Chinese Taipei)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Mete Gazoz (Turkey),Santiago Arcila (Colombia),5,4,Mete Gazoz (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Berkim Tümer (Turkey),Jorge Enríquez (Colombia),5,4,Berkim Tümer (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Abdullah Yıldırmış (Turkey),Andrés Hernández (Colombia),5,4,Abdullah Yıldırmış (Turkey)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Federico Musolesi (Italy),Ilfat Abdullin (Kazakhstan),5,4,Federico Musolesi (Italy)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Mauro Nespoli (Italy),Alexandr Yeremenko (Kazakhstan),5,4,Mauro Nespoli (Italy)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Preliminary round,Alessandro Paoli (Italy),Dauletkeldi Zhangbyrbay (Kazakhstan),5,4,Alessandro Paoli (Italy)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Kim Je-deok (South Korea),Takaharu Furukawa (Japan),6,0,Kim Je-deok (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Kim Woo-jin (South Korea),Junya Nakanishi (Japan),6,0,Kim Woo-jin (South Korea)
Archery at the 2024 Summer Olympics,Men's team,Competition bracket,Quarter-finals,Lee Woo-seok (South Korea),Fumiya Saito (Japan),6,0,Lee Woo-seok (South Korea)
