championship_name,event_name,round_name,player_a,player_a_dob,player_a_state,score_a,player_b,player_b_dob,player_b_state,score_b,winner,winner_dob,winner_state
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,PRASAD RAOSAHEB BHANGE,2006-06-13,MAHARASHTRA,0,SHIVAM VAIDWAN,2001-02-10,UTTAR PRADESH,6,SHIVAM VAIDWAN,2001-02-10,MAHARASHTRA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,PRASAD RAOSAHEB BHANGE,2006-06-13,MAHARASHTRA,0,UJJWAL MUDGAL,2004-03-14,UTTAR PRADESH,6,UJJWAL MUDGAL,2004-03-14,MAHARASHTRA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,SHUBHAM RAM NAGE,1996-05-28,MAHARASHTRA,0,SHIVAM VAIDWAN,2001-02-10,UTTAR PRADESH,6,SHIVAM VAIDWAN,2001-02-10,MAHARASHTRA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,SHUBHAM RAM NAGE,1996-05-28,MAHARASHTRA,0,UJJWAL MUDGAL,2004-03-14,UTTAR PRADESH,6,UJJWAL MUDGAL,2004-03-14,MAHARASHTRA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,MANARANJAN BORO,1995-01-08,ASSAM,1,MONU KUMAR,1998-01-05,DELHI,6,MONU KUMAR,1998-01-05,ASSAM
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,RAJESH NARZARY,1994-06-14,ASSAM,1,MONU KUMAR,1998-01-05,DELHI,6,MONU KUMAR,1998-01-05,ASSAM
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,SORU,,HARYANA,6,ARUN BORO,1990-07-01,AIPSCB,4,SORU,,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,SORU,,HARYANA,6,PUKHRAMBAM HEROBA SINGH,1984-01-02,AIPSCB,4,SORU,,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,SORU,,HARYANA,6,JAYDEEP KUSHWAHA,1992-07-10,AIPSCB,4,SORU,,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,ASHISH,2008-03-13,HARYANA,6,ARUN BORO,1990-07-01,AIPSCB,4,ASHISH,2008-03-13,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,ASHISH,2008-03-13,HARYANA,6,PUKHRAMBAM HEROBA SINGH,1984-01-02,AIPSCB,4,ASHISH,2008-03-13,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,1/4 FINAL,ASHISH,2008-03-13,HARYANA,6,JAYDEEP KUSHWAHA,1992-07-10,AIPSCB,4,ASHISH,2008-03-13,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,SEMI-FINAL,DASARATH RAJAGOPAL,2000-05-12,KERALA,6,SHIVAM VAIDWAN,2001-02-10,UTTAR PRADESH,2,DASARATH RAJAGOPAL,2000-05-12,KERALA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,SEMI-FINAL,DASARATH RAJAGOPAL,2000-05-12,KERALA,6,UJJWAL MUDGAL,2004-03-14,UTTAR PRADESH,2,DASARATH RAJAGOPAL,2000-05-12,KERALA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,SEMI-FINAL,ARUN KUMAR,1997-08-17,KERALA,6,SHIVAM VAIDWAN,2001-02-10,UTTAR PRADESH,2,ARUN KUMAR,1997-08-17,KERALA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,SEMI-FINAL,ARUN KUMAR,1997-08-17,KERALA,6,UJJWAL MUDGAL,2004-03-14,UTTAR PRADESH,2,ARUN KUMAR,1997-08-17,KERALA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,SEMI-FINAL,MONU KUMAR,1998-01-05,DELHI,6,SORU,,HARYANA,4,MONU KUMAR,1998-01-05,DELHI
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,SEMI-FINAL,MONU KUMAR,1998-01-05,DELHI,6,ASHISH,2008-03-13,HARYANA,4,MONU KUMAR,1998-01-05,DELHI
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,FINAL,DASARATH RAJAGOPAL,2000-05-12,KERALA,5,MONU KUMAR,1998-01-05,DELHI,4,DASARATH RAJAGOPAL,2000-05-12,KERALA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND MEN TEAM,FINAL,ARUN KUMAR,1997-08-17,KERALA,5,MONU KUMAR,1998-01-05,DELHI,4,ARUN KUMAR,1997-08-17,KERALA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,QUARTER-FINAL,LAIIPHRAKPAM ROJINA SING,2005-03-15,MANIPUR,6,DIVYA,2004-01-14,HARYANA,0,LAIIPHRAKPAM ROJINA SING,2005-03-15,MANIPUR
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,QUARTER-FINAL,MANJOT KAUR,2004-07-18,PUNJAB,6,KALYANI GAIKWAD,,MADHYA PRADESH,0,MANJOT KAUR,2004-07-18,PUNJAB
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,QUARTER-FINAL,TUTUMONI BORO,1996-11-01,AIPSCB,7,SAKSHI SHASHIKANT SONAWANE,2003-02-03,MAHARASHTRA,1,TUTUMONI BORO,1996-11-01,AIPSCB
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,QUARTER-FINAL,RAMANDEEP KOUR,1999-06-29,RAJASTHAN,2,WANGKHEM MALESORI DEVI,2001-03-05,MANIPUR,6,WANGKHEM MALESORI DEVI,2001-03-05,RAJASTHAN
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,SEMI-FINAL,LAIIPHRAKPAM ROJINA SING,2005-03-15,MANIPUR,7,MANJOT KAUR,2004-07-18,PUNJAB,1,LAIIPHRAKPAM ROJINA SING,2005-03-15,MANIPUR
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,SEMI-FINAL,TUTUMONI BORO,1996-11-01,AIPSCB,5 (9),WANGKHEM MALESORI DEVI,2001-03-05,MANIPUR,5 (9)*,WANGKHEM MALESORI DEVI,2001-03-05,AIPSCB
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",INDIAN ROUND WOMEN,FINAL,LAIIPHRAKPAM ROJINA SING,2005-03-15,MANIPUR,6,WANGKHEM MALESORI DEVI,2001-03-05,MANIPUR,2,LAIIPHRAKPAM ROJINA SING,2005-03-15,MANIPUR
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,QUARTER-FINAL,SANGEETA,2000-03-03,HARYANA,6,KRATIKA BICHPURIYA,2005-03-16,MADHYA PRADESH,2,SANGEETA,2000-03-03,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,QUARTER-FINAL,NIKKI SHARMA,2003-07-31,RAJASTHAN,7,GURMEHAR KAUR GREWAL,2003-09-29,CHANDIGARH,3,NIKKI SHARMA,2003-07-31,RAJASTHAN
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,QUARTER-FINAL,RIDHI,2004-05-31,HARYANA,7,VARSHA SONA,2001-11-04,RAJASTHAN,3,RIDHI,2004-05-31,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,QUARTER-FINAL,AMISHA CHAURASIYA,2005-10-20,UTTAR PRADESH,6,THOHRII SANAI,1999-12-03,MANIPUR,0,AMISHA CHAURASIYA,2005-10-20,UTTAR PRADESH
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,SEMI-FINAL,SANGEETA,2000-03-03,HARYANA,7,NIKKI SHARMA,2003-07-31,RAJASTHAN,5,SANGEETA,2000-03-03,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,SEMI-FINAL,RIDHI,2004-05-31,HARYANA,6,AMISHA CHAURASIYA,2005-10-20,UTTAR PRADESH,0,RIDHI,2004-05-31,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,FINAL,SANGEETA,2000-03-03,HARYANA,6,RIDHI,2004-05-31,HARYANA,2,SANGEETA,2000-03-03,HARYANA
"30TH NTPC SENIOR INDIAN ROUND, 43RD NTPC SENIOR RECURVE AND 19TH NTPC SENIOR COMPOUND NATIONAL (M&W) ARCHERY CHAMPIONSHIP",RECURVE WOMEN,BRONZE MEDAL,NIKKI SHARMA,2003-07-31,RAJASTHAN,2,AMISHA CHAURASIYA,2005-10-20,UTTAR PRADESH,6,AMISHA CHAURASIYA,2005-10-20,RAJASTHAN
